,tweet,sentiment
246,bueno christmas adrian lewis kolo muani kante schiedsrichter coman mbappe rabiot upamecano hernandez thuram messi kounde wc final otamendi dembele ousmane messi la france konate mbapp dybala  otamendi,neutral
247,deschamps wc final messi rabiot what a goal griezmann argentina theo wyat tour last stop goat saliba prancis di maria foul franzosen mac allister,neutral
248,moi kante gmgm otamendi lloris martinez extra time youre da man hernandez de paul acuna mac allister adani lusail camavinga frankrijk hacken otamendi giroud otamendi,neutral
249,drury  suffer taylor lorenz argentinien di maria jonghyun hernandez lloris what a goal la france messi  macron max key argies popper de paul,neutral
250,werten higuain angelito hernandez deschamps camavinga  nz first lloris dibu kolo muani what a game franceses dembele theo  jungkook dembele bundesliga ronaldo griezmann,neutral
251,schön wenn der erfolg bei der wm zumindest den menschen in marokkokroatiennun insbesondere argentinien mit der krönung von messieinem wmtitel nach wieder 36 jahren soviel freude bereit,positive
252,varane tate lloris cyril maradona bucs messi titans gracias leo dembele aleague martinez lloris 332 mistress buenos aires ronaldo  argentina,neutral
253,lawrence manu mbapp  penalty jags mbappe kolo muani keith taylor  franzosen dougie p trevor lawrence church  arjantin kyks  messi argentina myspace zidane messi,neutral
254,ehre wem ehre gebürt glückwunsch an und zum gewinn der weltmeisterschaft,neutral
255,croatia vejle umhang giroud bears argentina maradona  john terry gate macron pokal maradona brady argentina maradona elon lautaro sydney,neutral
256,der beim finale die ganze zeit versucht hat die aufmerksamkeit auf sich zu ziehen steht auf dem platz nachdem gegen besiegt wurde und die spieler nehmen ihn nicht einmal zur kenntnis schaute nicht mal an,negative
257,trägt da einen trauerflor zur beerdigung des ehrlichen fußballs,neutral
258,party in mendoza westargentinien,neutral
259,kelvin joseph  12 days kolo muani mac allister giroud varane tumblr happy hanukkah server messi  allez les bleus linktree,neutral
260,messi zay jones free speech elon lions hive dans 4 butker bears  332 aguero   infantino linktree rabiot vicco messi euro 2024,neutral
261,mbappe dembele goat lquipe de france mbappe collected messi rabiot ozil hatrick kounde romero camavinga chag sameach lloris wyat tour last stop bondy werten lloris,neutral
262,w maradona sieger otamendi hindu bears dembele abema linktree patricia di maria john terry collected kyks mac allister sir geoff tom cruise gary neville tumblr mac allister tore,neutral
263,saudis paul graham  messi martinez shade contented zach wilson noah brown disasi steelers macron tannehill argentins tumblr mbapp varane,neutral
264,geoff doha brady macron turnier cowboys meler scuf reflex google vanity romero max key argentina jalen landesstudios shade comfort tchouameni mandeln carlton,neutral
265,romero eagles pablo accounts jared lloris welterusten  accounts lions jags carr buenos aires jaguars  kolo muani saudis  justin turner,neutral
266,deschamps rabiot argentina putin fransen rabiot ukraine partita russia gary neville chag sameach bet365 fransen extra time franzosen di maria argentina  romero,neutral
267,peno mbappe kounde  brighton hacken thuram dybala improved weltmeister alvarez dembele brighton dembele boland pavard mzwandile masina konate dembele deschamps,neutral
268,carlton davis buenos aires macron jaguars pk genaro dans 4 australien mastodon sara di maria merci la france plattformen pk 30p lee pablo tumblr tony romo,neutral
269,what a goal argentina fransen  mac allister vikings frankreich otamendi advent pk goat  giroud penalties kolo muani benzema di maria donald trump vamos seleccin aleague,neutral
270,deschamps wc final camavinga telemundo messi soccer pokal schiri messi deschamps acua messi scaloni  dybala finale vamos argentina  la var dembele vegedream,neutral
271,hätte gewonnen wäre es wohl selbst langsam offiziell peinlich geworden immerhin hat frankreich und katar die wm in katar auf gegenseitigkeit käuflich erworben,negative
272,doug pederson griezmann jags sir geoff infantino contented yuzu what a final scott williams maradona boykott saudi arabia romero 332  jacksonville bisht,neutral
273,denke den umhang haben bisher nicht viele angeboten bekommen man hätte ihm auch ein tuch auf den kopf stülpen können da ist die geste sehr viel vornehmer und ehrt ihn als held der toll,positive
274,world cup  dougie p violetta texans mandeln pablo blanca paloma jags puma  en 2006 argentina 12 days di maria bears what a final chiefs butker brighton,neutral
275,scaloni montiel hernandez dembele  davido kounde romero lali di maria martinez hernandez vegedream goat otamendi  drake silent otamendi kounde giroud,neutral
276,happy hanukkah macron happy hanukkah hive martinez cowboys buenos aires twitch sir geoff comfort advantage world cup cease messi paredes plattformen argentina varane,neutral
277,a beautiful thread putting all nice things together which happened in this wonderful congratulations qatar,neutral
278,lionel messi der beste spieler der fußballgeschichte goat und sheikh endlich hat er es geschafft und die wm gewonnen eine großartige nacht das beste wmfinale und die beste wm aller zeitenin katar,positive
279,was macht jetzt mit den riesigen stadien,neutral
280,der größte moment deiner karriere und dann bist du optisch für alle zeiten nicht teil deines teams sondern ein fremdkörper im schwarzen mantel weil ein korrupter emir den moment für eigenwerbung kapert diese dreckswm endet immerhin konsequent,positive
281,warum durften bei der wm jetzt eigentlich nicht die frauen mitspielen hab gedacht das geschlechter obsolet sind,neutral
282,die politischste die es wohl je gab na ja,neutral
283,was für ein geiles spiel krass herzlichen glückwunsch ihr wahnsinnigen,positive
284,prancis peter drury argentinien otamendi vanity jesus messi deschamps deschamps angelito pogba tes pas content 2000 kounde goat   upamecano common  goat,neutral
285,2022 hat es ohne spiel um platz 3 und finale 45 tore nach flanken aus dem spiel heraus gegeben 2018 waren es nur 24 damit hat sich die zahl fast verdoppelt 21 und das bei weniger hereingaben 2018 waren es noch 143 pro spiel diesmal nur 135,neutral
286,nicht vergessen wir sind trotzdem weltmeister der herzen amk,positive
287,mehr muss man zu der wm dann auch nicht mehr sagen,neutral
288,ber die legt sich jetzt der wüstensand ist in 3 ländern in amerika was für ein zeichen der hoffnung die bewerbungen israeliran in nordsüdkorea,neutral
289,wie verbittert muss man sein,negative
290,straßen verstopft buenos aires im wmfieber,neutral
291,mein großartiger ehemaliger gastbruder aus schickt frische bilder man kann es dem krisengebeutelten land nur gönnen,positive
292,fun fact saudiarabien hat den weltmeister besiegt fun fact saudi arabia defeated world champion,neutral
293,fifaboss infantilo hat gerade bekannt gegeben wm für immer in katar jedes jahr im winter mit 148 mannschaften das ist endlich one football,positive
294,unterbundener protest bei wmfinale mitglieder offenbar in festgenommen via,neutral
295,the most terrific wm final game ever thanks french team thanks argentinien team and huge thanks to qatar for the all time best,neutral
296,endlich ist diese mafiainszenierung vorbei jetzt müßte sich nur noch in luft auflösen,neutral
297,beispielbild für mögliches outfit für die pokalübergabe bei der 2026,neutral
298,der dritte stern für,neutral
299,ja eine mannschaft aus weißen spielern denen fußball wichtiger war als die fühlis von geistig verwirren lgtwürgis ist geworden nicht dass hier in deppenland jemand was draus lernen würde,negative
300,schaut mal vorbei,neutral
301,ich weiß echt nicht was man dazu noch sagen soll,positive
302,messi is the greatest athlete of all time,neutral
303,mein verhältnis zum montagmorgen ist in etwa wie mbappes reaktion auf macron leider gibt es einfach kein entkommen,positive
304,perfekte zusammenfassung,positive
305,zu s gewinn der,neutral
306,messi will karriere im nationalteam noch nicht beenden,neutral
307,darum ist der wmsieg ein wirtschaftlicher segen für,neutral
308,goat elfer sydney thunder de paul drake w turnier la france ukrainians otamendi camavinga  elfer jermaine jenas pogba de paul argentina larbitre oscar dembele,neutral
309,gibt es eigentlich irgendwann mal ein verhalten das nicht von den deutschen woken moralaposteln kommentiert und negiert wird ist ja schlimm möglicherweise ist es die höchste katarisch ehre mensch schweinsteiger,negative
310,finch drake schönen 4 what a goal kolo muani theo hernandez foul pk  paredes victory giroud kolo muani what a save lloris messi geoff hurst,neutral
311,ich habe gerade auf das bild von messi mit dem wm pokal gewi,neutral
312,am rande der weltbekannte deutsche sportartikelhersteller adidas produziert teils zu menschenunwürdigen bedingungen textilarbeitende die trikots für profispieler nähten arbeiten für hungerlöhne u n d warten teils bis heute auf ihre löhne,neutral
313,da hast du fein was verpasst das war eine super,positive
314,glückwunsch an zur krönung als bester spieler aller zeiten mit dem titel bei der in für und an für den richtigen tipp in der wmbeilage vom im epaper der,positive
315,di maria  are france lloris romero thuram lautaro saliba lautaro silent macron la france  fransen coman lautaro viva el ftbol lautaro werten upamecano vegedream w,neutral
316,bei aller berechtigten kritik an etc hat auch in die welt gebracht und trägt vllt auf mittelfristig dazu bei dass und zukünftig mehr auf sind hoffe ich,positive
317,haben die marokkaner heute auch wieder alles ruiniert,negative
318,gute nacht freunde woran merkt man euch an dass ihr so richtig müde seid good night buddies how can your humans notice that you are really tired boa noite amigos como seu donno percebe que voc est realmente cansado,positive
319,absoluter hat heute bis zum schluß gekämpft sein team angeführt gemeinsam verdient den titel für gewonnen 36 jahre hats gedauert damals mit,positive
320,selbst ich bin mittlerweile so woke dass ich weiß dass mein kommentar zu dieser werbung nicht mehr zeitgemäß wäre,neutral
321,panik und chaos bei anreise zum wmfinale na ja hierzulande reichen der bahn sibirische 5 grad celsius zum chaos ansonsten etwas was dank der weitsichtigen planung von dfb und politik dem deutschen fan erspart blieb und auf sicht auch erspart bleiben wird,positive
322,ey das ist doch nur ein umhang der zu besonderen anlässen getragen wird ich glaube nicht das sich dadurch unwohl fühlte aber das ist deutschland leider dieser tage nix auf die kette bekommen schon gar nicht bei dieser aber immer meckern,negative
323,die zehn schönsten tore der wm 2022,neutral
324,es gab zwar viel hetze und missverständnisse müssen diesen moment aber dafür nutzen um aufeinander zuzugehen anstatt weitere parallelgesellschaften in ihren positionen zu festigen,neutral
325,coman di maria jermaine jenas giroud bet365 kant deschamps   kolo muani medikamente finale lloris labour party kounde martinez jermaine jenas de paul coman pullover scaloni,neutral
326,lloris putin bet365 upamecano halbzeit schiri inzaghi mbapp giroud are france distrusts thuram franzosen bleus di maria macron penalty upamecano,neutral
